Action,MatchKind,ContextKey,OldID,NewID,OldText,NewText,Occurrences,ActiveOccurrences,Packages,States,Locations,GameLocation,CandidateIDs,Applied
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for F17,697092134355,890000000001567,Jungle River Bank,Jungle River Bank,1,1,jazz-maps,moditems,jazz-maps:items.lua:35132,,128516117143 | 160577757419 | 389634246053 | 491457898220 | 537668990878 | 544298596474 | 623601870272 | 626219260053 | 697092134355 | 797363541950 | 864553029424 | 893101227500,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for I24,707260253276,890000000001568,Great Forest,Great Forest,1,1,jazz-maps,moditems,jazz-maps:items.lua:37730,,123414445659 | 213555945745 | 250036862857 | 410045411963 | 471933787811 | 504986718282 | 521934355525 | 549167447088 | 656751822276 | 685169154774 | 707260253276 | 785169160617 | 809938488396 | 848825509009 | 879602359099,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for N12,708524428129,890000000001569,Port Cacao City,Port Cacao City,1,1,jazz-maps,moditems,jazz-maps:items.lua:41487,,708524428129,yes
assign-mod-id,generated-context-not-in-game,BanterDef Ernie_Basil_05 Text section:Banters_Local_Ernie/Ernie_Basil_05 Corazon defeated voice:GreasyBasil,715491518638,890000000001570,"У меня на форт большие планы. Мы продадим на металлолом всё, что осталось от военных, и оборудуем там порт. Эрни станет центром торговли!","У меня на форт большие планы. Мы продадим на металлолом всё, что осталось от военных, и оборудуем там порт. Эрни станет центром торговли!",1,1,jazz-maps,moditems,jazz-maps:items.lua:107859,,715491518638,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J23,717251570912,890000000001571,Old Graveyard,Old Graveyard,1,1,jazz-maps,moditems,jazz-maps:items.lua:38953,,717251570912,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for N23,717251570912,890000000001571,Old Graveyard,Old Graveyard,1,1,jazz-maps,moditems,jazz-maps:items.lua:41723,,717251570912,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for C10,722143668182,623794348368,Горы,Highlands,1,1,jazz-maps,moditems,jazz-maps:items.lua:1641,CampaignPreset HotDiamonds display_name Sector name for C10,109599909548 | 214209723378 | 296385373440 | 368294662072 | 389232961179 | 623794348368 | 626295560563 | 964205144819,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for C15,722597607076,283867956906,Гдегдегде,Middle of Anywhere,1,1,jazz-maps,moditems,jazz-maps:items.lua:1983,CampaignPreset HotDiamonds display_name Sector name for C15,283867956906,yes
assign-mod-id,generated-context-not-in-game,BanterDef StealthTutorialNPC_Approach Text section:Banters_Local_Ernie_Triggered/StealthTutorialNPC_Approach Whisper voice:CivilianMale_1,723738359527,890000000001572,Вы - коммандос? Как в фильмах? Вы пришли перестрелять этих бандитов из <em>Легиона</em>?,Вы - коммандос? Как в фильмах? Вы пришли перестрелять этих бандитов из <em>Легиона</em>?,1,1,jazz-maps,moditems,jazz-maps:items.lua:108015,,723738359527,yes
restore-vanilla,generated-context,BanterDef Ernie_Billy_07 Text section:Banters_Local_Ernie/Ernie_Billy_07 voice:DrQ,725201681582,725201681582,Ты смотрел слишком много фильмов... но ты недалек от истины.,I think you watch too many movies... but you are not wrong.,1,1,jazz-maps,moditems,jazz-maps:items.lua:107661,"BanterDef Ernie_Billy_07 Text ",725201681582,yes
restore-vanilla,generated-context,BanterDef Shared_Conversation_Civilians_19_Ernie Text,726338464551,726338464551,+1 к ополчению в <em>форте Ло-Блё</em>,+1 <em>Fort L'Eau Bleu</em> Militia,1,1,jazz-maps,moditems,jazz-maps:items.lua:107896,BanterDef Shared_Conversation_Civilians_19_Ernie Text,726338464551,yes
assign-mod-id,generated-context-not-in-game,BanterDef Ernie_Pierre_07 Text section:Banters_Local_Ernie/Ernie_Pierre_07 Corazon defeated voice:Pierre,728030978950,890000000001573,Ну наконец-то: алчных иностранцев вышвырнули из моей страны. Теперь у нас есть шанс ее восстановить.,Ну наконец-то: алчных иностранцев вышвырнули из моей страны. Теперь у нас есть шанс ее восстановить.,1,1,jazz-maps,moditems,jazz-maps:items.lua:107623,,728030978950,yes
assign-mod-id,,BanterDef Martha_02_PostLynch_NoOne Text section:Banters_Local_Ernie/Martha_02_PostLynch_NoOne voice:Martha,729791364200,890000000001574,"Если кто и доведёт моего Германа до петли, то только я сама!","Если кто и доведёт моего Германа до петли, то только я сама!",1,1,jazz-maps,moditems,jazz-maps:items.lua:107334,,,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for L16_Underground,733648875060,890000000001575,U-Bahn Station D,U-Bahn Station D,1,1,jazz-maps,moditems,jazz-maps:items.lua:40389,,733648875060,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for P8_Underground,735717978531,890000000001576,The Good Place (Underground),The Good Place (Underground),1,1,jazz-maps,moditems,jazz-maps:items.lua:43236,,735717978531,yes
restore-vanilla,equivalent-game-rows,,740390022763,154175220541,Aiming,Aiming,1,1,jazz,loaded,jazz:Code/System_OR_Unit.lua:2926,ChanceToHitModifier Default Aim display_name,154175220541 | 257864012366,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for I23_Underground,744626507262,890000000001577,Underground Lab,Underground Lab,1,1,jazz-maps,moditems,jazz-maps:items.lua:37602,,744626507262,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J15_Underground,744626507262,890000000001577,Underground Lab,Underground Lab,1,1,jazz-maps,moditems,jazz-maps:items.lua:38666,,744626507262,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for P15_Underground,744626507262,890000000001577,Underground Lab,Underground Lab,1,1,jazz-maps,moditems,jazz-maps:items.lua:42696,,744626507262,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for E7,750412214505,991978958821,Саванна,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:1839,CampaignPreset HotDiamonds display_name Sector name for E7,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for G16,751456951679,890000000001578,Minefield,Minefield,1,1,jazz-maps,moditems,jazz-maps:items.lua:35832,,140146783726 | 145892809373 | 163931671268 | 248685738878 | 341789890657 | 496169696525 | 523290283974 | 544078268082 | 546219044298 | 751456951679 | 955041625282 | 961260531005,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J21,751456951679,890000000001578,Minefield,Minefield,1,1,jazz-maps,moditems,jazz-maps:items.lua:38926,,140146783726 | 145892809373 | 163931671268 | 248685738878 | 341789890657 | 496169696525 | 523290283974 | 544078268082 | 546219044298 | 751456951679 | 955041625282 | 961260531005,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for A25_Underground,765521273692,890000000001579,Diesel Klinik,Diesel Klinik,1,1,jazz-maps,moditems,jazz-maps:items.lua:31771,,765521273692,yes
restore-vanilla,generated-context,GuardpostObjective EmeraldCoast DescriptionCompleted,766081933537,766081933537,Легион больше не получает взрывчатку от <em>Диди</em>,The Legion will no longer receive explosives from <em>Deedee</em>,1,1,jazz-maps,moditems,jazz-maps:items.lua:108053,GuardpostObjective EmeraldCoast DescriptionCompleted,766081933537,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for C7,771114970857,890000000001580,Savanna,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:33266,,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,Conversation Pierre_1 KeywordT,774381032385,890000000001581,Greeting,Greeting,74,74,jazz-maps,moditems,jazz-maps:items.lua:12228 | jazz-maps:items.lua:12271 | jazz-maps:items.lua:12316 | jazz-maps:items.lua:12602 | jazz-maps:items.lua:12701 | jazz-maps:items.lua:12767 | jazz-maps:items.lua:12819 | jazz-maps:items.lua:13554 | jazz-maps:items.lua:13619 | jazz-maps:items.lua:13671 | jazz-maps:items.lua:13716 | jazz-maps:items.lua:14145 | jazz-maps:items.lua:14173 | jazz-maps:items.lua:15559 | jazz-maps:items.lua:15589 | jazz-maps:items.lua:15619 | jazz-maps:items.lua:16347 | jazz-maps:items.lua:17611 | jazz-maps:items.lua:17673 | jazz-maps:items.lua:18942 | jazz-maps:items.lua:19050 | jazz-maps:items.lua:20081 | jazz-maps:items.lua:20611 | jazz-maps:items.lua:22391 | jazz-maps:items.lua:22718 | jazz-maps:items.lua:23391 | jazz-maps:items.lua:23574 | jazz-maps:items.lua:23606 | jazz-maps:items.lua:23638 | jazz-maps:items.lua:23670 | jazz-maps:items.lua:23693 | jazz-maps:items.lua:23716 | jazz-maps:items.lua:23748 | jazz-maps:items.lua:23774 | jazz-maps:items.lua:23798 | jazz-maps:items.lua:24007 | jazz-maps:items.lua:24214 | jazz-maps:items.lua:25663 | jazz-maps:items.lua:25738 | jazz-maps:items.lua:25752 | jazz-maps:items.lua:26825 | jazz-maps:items.lua:27083 | jazz-maps:items.lua:27288 | jazz-maps:items.lua:27329 | jazz-maps:items.lua:27547 | jazz-maps:items.lua:27580 | jazz-maps:items.lua:27658 | jazz-maps:items.lua:27748 | jazz-maps:items.lua:27817 | jazz-maps:items.lua:27877 | jazz-maps:items.lua:27936 | jazz-maps:items.lua:27994 | jazz-maps:items.lua:28017 | jazz-maps:items.lua:29237 | jazz-maps:items.lua:29299 | jazz-maps:items.lua:29864 | jazz-maps:items.lua:29959 | jazz-maps:items.lua:30062 | jazz-maps:items.lua:30130 | jazz-maps:items.lua:30204 | jazz-maps:items.lua:30291 | jazz-maps:items.lua:30401 | jazz-maps:items.lua:30426 | jazz-maps:items.lua:30491 | jazz-maps:items.lua:30603 | jazz-maps:items.lua:30662 | jazz-maps:items.lua:30754 | jazz-maps:items.lua:30781 | jazz-maps:items.lua:31021 | jazz-maps:items.lua:31071 | jazz-maps:items.lua:54242 | jazz-maps:items.lua:54468 | jazz-maps:items.lua:54501 | jazz-maps:items.lua:54588,,774381032385,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for C23,774425543634,890000000001582,Barrens,Barrens,1,1,jazz-maps,moditems,jazz-maps:items.lua:33013,,130761115220 | 354140743120 | 774425543634,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for A15,781205272716,890000000001583,Hill Station,Hill Station,1,1,jazz-maps,moditems,jazz-maps:items.lua:31479,,683065207457 | 781205272716,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for K19,784417792360,890000000001584,Factory Ruins,Factory Ruins,1,1,jazz-maps,moditems,jazz-maps:items.lua:39640,,784417792360,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for H23_Underground,785033708635,890000000001585,U-Bahn Station B,U-Bahn Station B,1,1,jazz-maps,moditems,jazz-maps:items.lua:36881,,785033708635,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for G17,785169160617,890000000001586,Great Forest,Great Forest,1,1,jazz-maps,moditems,jazz-maps:items.lua:35859,,123414445659 | 213555945745 | 250036862857 | 410045411963 | 471933787811 | 504986718282 | 521934355525 | 549167447088 | 656751822276 | 685169154774 | 707260253276 | 785169160617 | 809938488396 | 848825509009 | 879602359099,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for B7,785363607069,890000000001587,Savanna Cave,Savanna Cave,1,1,jazz-maps,moditems,jazz-maps:items.lua:32586,,785363607069,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for F22,786216029389,890000000001588,Cursed Forest,Cursed Forest,1,1,jazz-maps,moditems,jazz-maps:items.lua:35251,,115280237493 | 344714388063 | 414959957372 | 649302248086 | 786216029389 | 973521625755,yes
assign-mod-id,generated-context-not-in-game,BanterDef Ernie_VillagerMale_17 Text section:Banters_Local_Ernie/Ernie_VillagerMale_17 Fort not taken voice:CivilianMale_1,786532582794,890000000001589,"Я вчера рыбачил неподалеку от <em>форта</em> - так эти мерзавцы принялись палить по моей лодке! Я прямо слышал, как они хохочут, пока я оттуда улепетывал.","Я вчера рыбачил неподалеку от <em>форта</em> - так эти мерзавцы принялись палить по моей лодке! Я прямо слышал, как они хохочут, пока я оттуда улепетывал.",1,1,jazz-maps,moditems,jazz-maps:items.lua:107489,,786532582794,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for I25,788677023307,890000000001590,Mudwater Bridge,Mudwater Bridge,1,1,jazz-maps,moditems,jazz-maps:items.lua:37750,,788677023307,yes
restore-vanilla,generated-context,BanterDef Martha_01_Lynch2 Text section:Banters_Local_Ernie/Martha_01_Lynch2 voice:Martha,790945781681,790945781681,"Герман рассказывал, как помог вам разбираться с боевиками!

Я притворялась, что верила ему.","Herman told me how he helped you deal with those Legion thugs!

I pretended that I believed him.",1,1,jazz-maps,moditems,jazz-maps:items.lua:107244,"BanterDef Martha_01_Lynch2 Text ",790945781681,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for C8,791011159552,890000000001591,Savanna,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:33312,,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,BanterDef Shared_Conversation_Civilians_19_Ernie Text section:SharedOverheard_Civilians/Shared_Conversation_Civilians_19_Ernie >> +1 Militia at the Fort voice:CivilianFemale_1,794229198616,890000000001592,Так я тебе и разрешила! А по дому кто будет помогать? Тебе опять список дел показать?,Так я тебе и разрешила! А по дому кто будет помогать? Тебе опять список дел показать?,1,1,jazz-maps,moditems,jazz-maps:items.lua:107889,,794229198616,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for G25,794687208333,890000000001593,Chalet de la Paix,Chalet de la Paix,1,1,jazz-maps,moditems,jazz-maps:items.lua:36108,,161420742819 | 718518022300 | 794687208333,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J25,797363541950,890000000001594,Jungle River Bank,Jungle River Bank,1,1,jazz-maps,moditems,jazz-maps:items.lua:38997,,128516117143 | 160577757419 | 389634246053 | 491457898220 | 537668990878 | 544298596474 | 623601870272 | 626219260053 | 697092134355 | 797363541950 | 864553029424 | 893101227500,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for D8,797984509022,637147286775,Центр Пантагрюэля,Pantagruel Downtown,1,1,jazz-maps,moditems,jazz-maps:items.lua:2079,CampaignPreset HotDiamonds display_name Sector name for D8,130587984792 | 637147286775,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for I5,804645601283,890000000001595,Village of Ernie,Village of Ernie,1,1,jazz-maps,moditems,jazz-maps:items.lua:37955,,804645601283,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for H11,806536099316,890000000001596,Savanna,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:36530,,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for I23,809938488396,890000000001597,Great Forest,Great Forest,1,1,jazz-maps,moditems,jazz-maps:items.lua:37579,,123414445659 | 213555945745 | 250036862857 | 410045411963 | 471933787811 | 504986718282 | 521934355525 | 549167447088 | 656751822276 | 685169154774 | 707260253276 | 785169160617 | 809938488396 | 848825509009 | 879602359099,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J15,813854540497,890000000001598,Savanna River Bank,Savanna River Bank,1,1,jazz-maps,moditems,jazz-maps:items.lua:38635,,699044440017 | 813854540497,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for C7,816330931329,816330931329,Фосс-Нуар,Fosse Noire,1,1,jazz-maps,moditems,jazz-maps:items.lua:1758,CampaignPreset HotDiamonds display_name Sector name for C7,816330931329,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for D15,816330931329,890000000001599,Фосс-Нуар,Фосс-Нуар,1,1,jazz-maps,moditems,jazz-maps:items.lua:33520,,816330931329,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for O16,816624650190,890000000001600,Old Diamond,Old Diamond,1,1,jazz-maps,moditems,jazz-maps:items.lua:42216,,816624650190,yes
assign-mod-id,generated-context-not-in-game,BanterDef Ernie_VillagerFemale_14 Text section:Banters_Local_Ernie/Ernie_VillagerFemale_14 Fort taken voice:CivilianFemale_1,827070197838,890000000001601,"Я знаю: вы захватили форт, чтобы проводить там секретные эксперименты. Вам должно быть стыдно.","Я знаю: вы захватили форт, чтобы проводить там секретные эксперименты. Вам должно быть стыдно.",1,1,jazz-maps,moditems,jazz-maps:items.lua:107429,,827070197838,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for A24_Underground,828544218367,890000000001602,U-Bahn Station A,U-Bahn Station A,1,1,jazz-maps,moditems,jazz-maps:items.lua:31690,,828544218367,yes
assign-mod-id,generated-context-not-in-game,BanterDef Ernie_Basil_01_approach Text section:Banters_Local_Ernie/Ernie_Basil_01_approach Fort not taken >> hint to Corazon location voice:GreasyBasil,830926811202,890000000001603,Не вся еще погань из «Адониса» изгнана с острова. <em>Корасон</em> перебралась в старый <em>форт</em> и приказала пригнать туда тяжелую технику.,Не вся еще погань из «Адониса» изгнана с острова. <em>Корасон</em> перебралась в старый <em>форт</em> и приказала пригнать туда тяжелую технику.,1,1,jazz-maps,moditems,jazz-maps:items.lua:107774,,830926811202,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for D23,834500050121,890000000001604,Oasis,Oasis,1,1,jazz-maps,moditems,jazz-maps:items.lua:33733,,541741809850 | 834500050121,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for K8,838031250692,536426354025,Sea,Sea,1,1,jazz-maps,moditems,jazz-maps:items.lua:40136,CampaignPreset HotDiamonds display_name Sector name for K8,104289356652 | 121000748114 | 147550882920 | 148124647924 | 202697420647 | 213229886212 | 259528709005 | 303056918954 | 322848188339 | 374202441821 | 385995909057 | 405810814836 | 427494017983 | 437429178264 | 451370129328 | 470822575985 | 494550432902 | 536426354025 | 548641649558 | 550492939207 | 556676479025 | 559688672673 | 575455589672 | 591067403168 | 631515697711 | 632957531808 | 643264404673 | 658780954015 | 699424644785 | 713848377614 | 726415642347 | 731936855219 | 732245445310 | 799185194458 | 819902295308 | 838031250692 | 863989562304 | 872481454747 | 933891919263 | 943764606580 | 969974346859 | 973596765237 | 980050431606 | 992844337726 | 993558834336 | 996346275766,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for K9,838031250692,890000000001605,Sea,Sea,1,1,jazz-maps,moditems,jazz-maps:items.lua:40150,,104289356652 | 121000748114 | 147550882920 | 148124647924 | 202697420647 | 213229886212 | 259528709005 | 303056918954 | 322848188339 | 374202441821 | 385995909057 | 405810814836 | 427494017983 | 437429178264 | 451370129328 | 470822575985 | 494550432902 | 536426354025 | 548641649558 | 550492939207 | 556676479025 | 559688672673 | 575455589672 | 591067403168 | 631515697711 | 632957531808 | 643264404673 | 658780954015 | 699424644785 | 713848377614 | 726415642347 | 731936855219 | 732245445310 | 799185194458 | 819902295308 | 838031250692 | 863989562304 | 872481454747 | 933891919263 | 943764606580 | 969974346859 | 973596765237 | 980050431606 | 992844337726 | 993558834336 | 996346275766,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for L10,838031250692,890000000001605,Sea,Sea,1,1,jazz-maps,moditems,jazz-maps:items.lua:40203,,104289356652 | 121000748114 | 147550882920 | 148124647924 | 202697420647 | 213229886212 | 259528709005 | 303056918954 | 322848188339 | 374202441821 | 385995909057 | 405810814836 | 427494017983 | 437429178264 | 451370129328 | 470822575985 | 494550432902 | 536426354025 | 548641649558 | 550492939207 | 556676479025 | 559688672673 | 575455589672 | 591067403168 | 631515697711 | 632957531808 | 643264404673 | 658780954015 | 699424644785 | 713848377614 | 726415642347 | 731936855219 | 732245445310 | 799185194458 | 819902295308 | 838031250692 | 863989562304 | 872481454747 | 933891919263 | 943764606580 | 969974346859 | 973596765237 | 980050431606 | 992844337726 | 993558834336 | 996346275766,yes
restore-vanilla,generated-context,BanterDef Herman_04_PostLynch_NoOne Text section:Banters_Local_Ernie/Herman_04_PostLynch_NoOne voice:Hanging_Herman,841055887276,841055887276,"Что ж, я усвоил урок! Нельзя доверять мародерам. Вот, это за мое спасение. Я кое-что скопил, чтобы мы с Мартой могли свалить отсюда как можно быстрее.","Well, I learned my lesson! Don't trust marauders. Here, have these for saving me. I just kept a few odds and ends so Martha and I can get out of here as quick as possible.",1,1,jazz-maps,moditems,jazz-maps:items.lua:107135,"BanterDef Herman_04_PostLynch_NoOne Text ",841055887276,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for O21,848825509009,890000000001606,Great Forest,Great Forest,1,1,jazz-maps,moditems,jazz-maps:items.lua:42320,,123414445659 | 213555945745 | 250036862857 | 410045411963 | 471933787811 | 504986718282 | 521934355525 | 549167447088 | 656751822276 | 685169154774 | 707260253276 | 785169160617 | 809938488396 | 848825509009 | 879602359099,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for B4,851181592647,771114970857,Саванна,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:1947,CampaignPreset HotDiamonds display_name Sector name for B4,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for N31,857182189161,890000000001607,Farmland,Farmland,1,1,jazz-maps,moditems,jazz-maps:items.lua:41913,,103040008364 | 126600612391 | 340166429972 | 568113508607 | 671801258616 | 696031593743 | 767396046195 | 847414401039 | 857182189161 | 960290634722,yes
assign-mod-id,generated-context-not-in-game,BanterDef Shared_Conversation_Legion_07_Ernie Text section:SharedOverheard_Enemies/Shared_Conversation_Legion_07_Ernie not taken Ernie Fort voice:LegionMale_2,862911189318,890000000001608,"Твоя мамка такой зад себе отрастила, что после нее туалет динамитом приходится прочищать.","Твоя мамка такой зад себе отрастила, что после нее туалет динамитом приходится прочищать.",1,1,jazz-maps,moditems,jazz-maps:items.lua:107975,,862911189318,yes
assign-mod-id,generated-context-not-in-game,"BanterDef Ernie_Billy_08 Text section:Banters_Local_Ernie/Ernie_Billy_08 world flip, Fort taken voice:BillyBoy",866930957878,890000000001609,"Это было КРУТО! Вы прямо ворвались в форт - и такие: тра-та-та! Пиу, пиу, пиу! БА-БАХ!","Это было КРУТО! Вы прямо ворвались в форт - и такие: тра-та-та! Пиу, пиу, пиу! БА-БАХ!",1,1,jazz-maps,moditems,jazz-maps:items.lua:107691,,866930957878,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for I19,868506312221,890000000001610,Wetlands,Wetlands,1,1,jazz-maps,moditems,jazz-maps:items.lua:37425,,351722511561 | 386849526320 | 561638338312 | 868506312221 | 880605825419 | 905273324952 | 930443039355,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for J28,868506312221,890000000001610,Wetlands,Wetlands,1,1,jazz-maps,moditems,jazz-maps:items.lua:39026,,351722511561 | 386849526320 | 561638338312 | 868506312221 | 880605825419 | 905273324952 | 930443039355,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for C6,868894864770,890000000001611,Savanna Coast,Savanna Coast,1,1,jazz-maps,moditems,jazz-maps:items.lua:33231,,102139312765 | 504402203656 | 651631302344 | 686125655967 | 868894864770,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for C4,869149352694,342048825717,Саванна,Savanna,1,1,jazz-maps,moditems,jazz-maps:items.lua:2382,CampaignPreset HotDiamonds display_name Sector name for C4,105404009840 | 258117774774 | 293659664903 | 342048825717 | 352010995873 | 503047310675 | 682201321520 | 718471746619 | 771114970857 | 791011159552 | 806536099316 | 821862654085 | 849017194251 | 932097434495 | 939347628749 | 939476433141 | 991978958821,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for D27,869195336024,890000000001612,Sturmwasser Canyon,Sturmwasser Canyon,1,1,jazz-maps,moditems,jazz-maps:items.lua:33830,,869195336024,yes
restore-vanilla,generated-context,CampaignPreset HotDiamonds display_name Sector name for C9,870033354295,368294662072,Горы,Highlands,1,1,jazz-maps,moditems,jazz-maps:items.lua:1724,CampaignPreset HotDiamonds display_name Sector name for C9,109599909548 | 214209723378 | 296385373440 | 368294662072 | 389232961179 | 623794348368 | 626295560563 | 964205144819,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for G31,880605825419,890000000001613,Wetlands,Wetlands,1,1,jazz-maps,moditems,jazz-maps:items.lua:36350,,351722511561 | 386849526320 | 561638338312 | 868506312221 | 880605825419 | 905273324952 | 930443039355,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for N16,880605825419,890000000001613,Wetlands,Wetlands,1,1,jazz-maps,moditems,jazz-maps:items.lua:41596,,351722511561 | 386849526320 | 561638338312 | 868506312221 | 880605825419 | 905273324952 | 930443039355,yes
assign-mod-id,generated-context-not-in-game,BanterDef Shared_Conversation_Legion_07_Ernie Text section:SharedOverheard_Enemies/Shared_Conversation_Legion_07_Ernie not taken Ernie Fort voice:LegionMale_1,890194602558,890000000001614,"Не знаешь, зачем Пьеру вся эта древняя взрывчатка?","Не знаешь, зачем Пьеру вся эта древняя взрывчатка?",1,1,jazz-maps,moditems,jazz-maps:items.lua:107955,,890194602558,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for M4,890743593540,890000000001615,The Outlook,The Outlook,1,1,jazz-maps,moditems,jazz-maps:items.lua:41306,,705029867431 | 833335251710 | 890743593540,yes
assign-mod-id,generated-context-not-in-game,CampaignPreset HotDiamonds display_name Sector name for G18,893101227500,890000000001616,Jungle River Bank,Jungle River Bank,1,1,jazz-maps,moditems,jazz-maps:items.lua:35886,,128516117143 | 160577757419 | 389634246053 | 491457898220 | 537668990878 | 544298596474 | 623601870272 | 626219260053 | 697092134355 | 797363541950 | 864553029424 | 893101227500,yes
